SGD ID	Type	Qualifier	Feature Name	Standard Gene Name	Alias	Parent Feature Name	Secondary SGDID	Chromosome	Start_coordinate	Stop_coordinate	Strand	Genetic Position	Coordinate Version	Sequence Version	Description
S000028826	ORF	Uncharacterized	YGL041W-A			chromosome 7		7	418825	419289	W		2/3/2011	2003-07-29|2011-02-03	Putative protein of unknown function; conserved in fungi; identified by expression profiling and mass spectrometry
S000028548	ORF	Uncharacterized	YGL041C-B			chromosome 7		7	418886	418704	C		2/3/2011	7/29/2003	Putative protein of unknown function; identified by fungal homology and RT-PCR; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum
S000003009	ORF	Dubious	YGL041C			chromosome 7		7	419225	419022	C		2/3/2011	1996-07-31|2011-02-03	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000003008	ORF	Verified	YGL040C	HEM2	porphobilinogen synthase HEM2|OLE4|SLU1	chromosome 7	L000000761	7	420555	419527	C		2/3/2011	7/31/1996	"Aminolevulinate dehydratase; a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis; enzymatic activity is zinc-dependent; localizes to the cytoplasm and nucleus; human homolog ALAD can complement yeast hem2 mutant"
S000003007	ORF	Verified	YGL039W		carbonyl reductase (NADPH-dependent)	chromosome 7		7	423961	425007	W		2/3/2011	7/31/1996	Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols
S000003006	ORF	Verified	YGL038C	OCH1	LDB12|NGD29	chromosome 7	L000001295	7	426804	425362	C	-31.86	2/3/2011	7/31/1996	Mannosyltransferase of the cis-Golgi apparatus; initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins
S000003005	ORF	Verified	YGL037C	PNC1	nicotinamidase	chromosome 7		7	427947	427297	C		2/3/2011	7/31/1996	Nicotinamidase that converts nicotinamide to nicotinic acid; part of the NAD(+) salvage pathway; required for life span extension by calorie restriction; lacks a peroxisomal targeting signal but is imported into peroxisomes via binding to Gpd1p; PNC1 expression responds to all known stimuli that extend replicative life span; protein increases in abundance and relative distribution to cytoplasmic foci decreases upon DNA replication stress
S000003004	ORF	Uncharacterized	YGL036W			chromosome 7	L000003392	7	428601	431330	W		2/3/2011	7/31/1996	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene
S000003003	ORF	Verified	YGL035C	MIG1	transcription factor MIG1|TDS22|SSN1|CAT4	chromosome 7	L000001110	7	433062	431548	C	-27	2/3/2011	7/31/1996	"Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization, shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state"
S000003002	ORF	Uncharacterized	YGL034C			chromosome 7		7	433579	433214	C		2/3/2011	7/31/1996	Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene
S000003001	ORF	Verified	YGL033W	HOP2		chromosome 7	L000004230	7	435625	436401	W		11/18/2014	2000-12-01|2014-11-18|1996-07-31	Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; complexes with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion
S000003000	ORF	Verified	YGL032C	AGA2		chromosome 7	L000000062	7	436833	436570	C	-23.06	2/3/2011	7/31/1996	"Adhesion subunit of a-agglutinin of a-cells; C-terminal sequence acts as a ligand for alpha-agglutinin (Sag1p) during agglutination, modified with O-linked oligomannosyl chains, linked to anchorage subunit Aga1p via two disulfide bonds"
S000002999	ORF	Verified	YGL031C	RPL24A	eL24|ribosomal 60S subunit protein L24A|L24e|rp29|YL21|L30A|L24A|RPL30A	chromosome 7	L000001724	7	437934	437467	C		2/3/2011	7/31/1996	"Ribosomal 60S subunit protein L24A; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24, no bacterial homolog; RPL24A has a paralog, RPL24B, that arose from the whole genome duplication"
S000002998	ORF	Verified	YGL030W	RPL30	eL30|ribosomal 60S subunit protein L30|L30e|rp73|YL38|L32|L30	chromosome 7	L000001726	7	439091	439638	W		2/3/2011	7/31/1996	"Ribosomal 60S subunit protein L30; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript; homologous to mammalian ribosomal protein L30, no bacterial homolog"
S000002997	ORF	Verified	YGL029W	CGR1		chromosome 7	S000007411	7	440063	440425	W		2/3/2011	7/31/1996	Protein involved in nucleolar integrity and processing of pre-rRNA; has a role in processing rRNA for the 60S ribosome subunit; transcript is induced in response to cytotoxic stress but not genotoxic stress; relocalizes from nucleus to nucleolus upon DNA replication stress
S000002996	ORF	Verified	YGL028C	SCW11	"putative glucan endo-1,3-beta-D-glucosidase"	chromosome 7		7	442909	441281	C		2/3/2011	7/31/1996	Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p
S000002995	ORF	Verified	YGL027C	CWH41	DER7|GLS1	chromosome 7	L000003121|L000000715	7	446143	443642	C		2/3/2011	7/31/1996	"Processing alpha glucosidase I; ER type II integral membrane N-glycoprotein involved in assembly of cell wall beta 1,6 glucan and asparagine-linked protein glycosylation; also involved in ER protein quality control and sensing of ER stress"
S000002994	ORF	Verified	YGL026C	TRP5	tryptophan synthase TRP5	chromosome 7	L000002356	7	448535	446412	C	-22	2/3/2011	7/31/1996	Tryptophan synthase; catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis
S000002992	ORF	Dubious	YGL024W		SST3	chromosome 7		7	449788	450123	W		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF PGD1/YGL025C"
S000002993	ORF	Verified	YGL025C	PGD1	MED3|HRS1	chromosome 7	L000000811|L000001408	7	449957	448764	C		2/3/2011	2003-09-22|1996-07-31	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor
S000002991	ORF	Verified	YGL023C	PIB2		chromosome 7	S000007475	7	452104	450197	C		2/3/2011	7/31/1996	Protein of unknown function; contains FYVE domain; similar to Fab1 and Vps27
S000002990	ORF	Verified	YGL022W	STT3	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3	chromosome 7	L000002716	7	452404	454560	W		2/3/2011	7/31/1996	Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis
S000002989	ORF	Verified	YGL021W	ALK1	protein kinase ALK1	chromosome 7	L000002852	7	454785	457067	W		2/3/2011	7/31/1996	"Protein kinase; along with its paralog, ALK2, required for proper spindle positioning and nuclear segregation following mitotic arrest, proper organization of cell polarity factors in mitosis, proper localization of formins and polarity factors, and survival in cells that activate spindle assembly checkpoint; phosphorylated in response to DNA damage; ALK1 has a paralog, ALK2, that arose from the whole genome duplication; similar to mammalian haspins"
S000002988	ORF	Verified	YGL020C	GET1	GET complex subunit GET1|MDM39	chromosome 7		7	457870	457163	C		2/3/2011	7/31/1996	Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for normal mitochondrial morphology and inheritance
S000002987	ORF	Verified	YGL019W	CKB1	casein kinase 2 regulatory subunit CKB1	chromosome 7	L000002856	7	458156	458992	W		2/3/2011	7/31/1996	"Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases"
S000002986	ORF	Verified	YGL018C	JAC1	J-type chaperone JAC1	chromosome 7	L000003591	7	459664	459110	C		2/3/2011	7/31/1996	Specialized J-protein that functions in Fe-S cluster biogenesis; functions with Hsp70 in Fe-S cluster biogenesis in mitochondria; involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix
S000002985	ORF	Verified	YGL017W	ATE1	arginyltransferase	chromosome 7	L000000137	7	459854	461365	W	-12	2/3/2011	7/31/1996	Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway
S000002984	ORF	Verified	YGL016W	KAP122	PDR6	chromosome 7	L000001366	7	461666	464911	W	-10	2/3/2011	7/31/1996	Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance
S000002983	ORF	Uncharacterized	YGL015C			chromosome 7		7	465435	465043	C		2/3/2011	7/31/1996	Putative protein of unknown function; null mutants accumulate cargo in the Golgi
S000002982	ORF	Verified	YGL014W	PUF4	YGL023	chromosome 7		7	466141	468807	W		2/3/2011	7/31/1996	Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors
S000028825	ORF	Dubious	YGL014C-A			chromosome 7		7	466398	466237	C		2/3/2011	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry"
S000002981	ORF	Verified	YGL013C	PDR1	drug-responsive transcription factor PDR1|TPE3|TPE1|TIL1|SMR2|NRA2|CYH3|BOR2|ANT1|AMY1	chromosome 7	L000002984|L000003503|L000001361	7	472298	469092	C	-8	2/3/2011	7/31/1996	"Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog, PDR3, that arose from the whole genome duplication"
S000002980	ORF	Verified	YGL012W	ERG4	delta(24(24(1)))-sterol reductase	chromosome 7	L000000571	7	472855	474276	W		2/3/2011	7/31/1996	"C-24(28) sterol reductase; catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol"
S000002979	ORF	Verified	YGL011C	SCL1	proteasome core particle subunit alpha 1|PRC2	chromosome 7	L000001812	7	475247	474489	C	-8	2/3/2011	7/31/1996	Alpha 1 subunit of the 20S proteasome; involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria
S000002978	ORF	Verified	YGL010W	MPO1		chromosome 7		7	475545	476069	W		2/3/2011	7/31/1996	Protein involved in metabolism of phytosphingosine; not an essential gene
S000002977	ORF	Verified	YGL009C	LEU1	3-isopropylmalate dehydratase LEU1	chromosome 7	L000000942	7	478652	476313	C	-5	2/3/2011	7/31/1996	Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway
S000002976	ORF	Verified	YGL008C	PMA1	H(+)-exporting P2-type ATPase PMA1|KTI10	chromosome 7	L000001449	7	482666	479910	C	-2	2/3/2011	7/31/1996	"Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging, buds emerge with very low levels of Pma1p, newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]"
S000028632	ORF	Uncharacterized	YGL007C-A			chromosome 7		7	483027	482941	C		2/3/2011	7/29/2003	"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; deletion exhibits slow-growth phenotype; computationally predicted to have a role in cell budding"
S000002975	ORF	Uncharacterized	YGL007W	BRP1		chromosome 7		7	483260	483637	W		2/3/2011	7/31/1996	Putative protein of unknown function; conserved among S. cerevisiae strains; located in the upstream region of PMA1; deletion leads to polyamine resistance due to downregulation of PMA1
S000028769	ORF	Uncharacterized	YGL006W-A			chromosome 7		7	485423	485533	W		2/3/2011	7/29/2003	Putative protein of unknown function; identified by SAGE
S000002974	ORF	Verified	YGL006W	PMC1	calcium-transporting ATPase PMC1	chromosome 7	L000001451	7	485921	489442	W		2/3/2011	7/31/1996	Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a
S000002973	ORF	Verified	YGL005C	COG7	Golgi transport complex subunit COG7|COD5	chromosome 7		7	490547	489708	C		2/3/2011	7/31/1996	Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
